suburb,postcode,state,state_code
Carabooda,6033,Western Australia,WA
Eglinton (WA),6034,Western Australia,WA
Yanchep,6035,Western Australia,WA
Butler (WA),6036,Western Australia,WA
Two Rocks,6037,Western Australia,WA
Alkimos,6038,Western Australia,WA
Guilderton,6041,Western Australia,WA
Seabird,6042,Western Australia,WA
Ledge Point,6043,Western Australia,WA
Lancelin,6044,Western Australia,WA
Mount Lawley,6050,Western Australia,WA
Maylands (WA),6051,Western Australia,WA
Inglewood (WA),6052,Western Australia,WA
Bayswater (WA),6053,Western Australia,WA
Kiara,6054,Western Australia,WA
Brabham,6055,Western Australia,WA
Greenmount (WA),6056,Western Australia,WA
High Wycombe,6057,Western Australia,WA
Forrestfield,6058,Western Australia,WA
Dianella,6059,Western Australia,WA
Tuart Hill,6060,Western Australia,WA
Westminster,6061,Western Australia,WA
Morley,6062,Western Australia,WA
Beechboro,6063,Western Australia,WA
Alexander Heights,6064,Western Australia,WA
Madeley,6065,Western Australia,WA
Ballajura,6066,Western Australia,WA
Cullacabardee,6067,Western Australia,WA
Whiteman,6068,Western Australia,WA
Aveley,6069,Western Australia,WA
Darlington (WA),6070,Western Australia,WA
Hovea,6071,Western Australia,WA
Mahogany Creek,6072,Western Australia,WA
Mundaring,6073,Western Australia,WA
Sawyers Valley,6074,Western Australia,WA
Kalamunda,6076,Western Australia,WA
Gnangara,6077,Western Australia,WA
Mariginiup,6078,Western Australia,WA
Lexia,6079,Western Australia,WA
Stoneville,6081,Western Australia,WA
Mount Helena,6082,Western Australia,WA
Gidgegannup,6083,Western Australia,WA
Lower Chittering,6084,Western Australia,WA
Malaga,6090,Western Australia,WA
Victoria Park,6100,Western Australia,WA
East Victoria Park,6101,Western Australia,WA
St James (WA),6102,Western Australia,WA
Rivervale,6103,Western Australia,WA
Ascot (WA),6104,Western Australia,WA
Perth Airport,6105,Western Australia,WA
Welshpool (WA),6106,Western Australia,WA
Wattle Grove (WA),6107,Western Australia,WA
Thornlie,6108,Western Australia,WA
Maddington,6109,Western Australia,WA
Southern River,6110,Western Australia,WA
Kelmscott,6111,Western Australia,WA
Seville Grove,6112,Western Australia,WA
Oakford,6121,Western Australia,WA
Darling Downs,6122,Western Australia,WA
Mundijong,6123,Western Australia,WA
Jarrahdale,6124,Western Australia,WA
Serpentine (WA),6125,Western Australia,WA
Keysbrook,6126,Western Australia,WA
Parkwood (WA),6147,Western Australia,WA
Shelley (WA),6148,Western Australia,WA
Leeming,6149,Western Australia,WA
Murdoch,6150,Western Australia,WA
South Perth,6151,Western Australia,WA
Como (WA),6152,Western Australia,WA
Ardross,6153,Western Australia,WA
Booragoon,6154,Western Australia,WA
Canning Vale,6155,Western Australia,WA
Willagee,6156,Western Australia,WA
Palmyra (WA),6157,Western Australia,WA
East Fremantle,6158,Western Australia,WA
North Fremantle,6159,Western Australia,WA
Fremantle,6160,Western Australia,WA
Rottnest Island,6161,Western Australia,WA
Beaconsfield (WA),6162,Western Australia,WA
Kardinya,6163,Western Australia,WA
Treeby,6164,Western Australia,WA
Hope Valley (WA),6165,Western Australia,WA
Coogee (WA),6166,Western Australia,WA
Kwinana Beach,6167,Western Australia,WA
Cooloongup,6168,Western Australia,WA
Waikiki,6169,Western Australia,WA
Leda,6170,Western Australia,WA
Baldivis,6171,Western Australia,WA
Port Kennedy,6172,Western Australia,WA
Secret Harbour,6173,Western Australia,WA
Golden Bay,6174,Western Australia,WA
Singleton (WA),6175,Western Australia,WA
Karnup,6176,Western Australia,WA
Lakelands (WA),6180,Western Australia,WA
Stake Hill,6181,Western Australia,WA
Keralup,6182,Western Australia,WA
North Dandalup,6207,Western Australia,WA
South Yunderup,6208,Western Australia,WA
Furnissdale,6209,Western Australia,WA
Mandurah,6210,Western Australia,WA
Dawesville,6211,Western Australia,WA
Teesdale (WA),6213,Western Australia,WA
Coolup,6214,Western Australia,WA
Preston Beach,6215,Western Australia,WA
Yarloop,6218,Western Australia,WA
Cookernup,6219,Western Australia,WA
Harvey,6220,Western Australia,WA
Mornington (WA),6221,Western Australia,WA
Benger,6223,Western Australia,WA
Brunswick (WA),6224,Western Australia,WA
Yourdamung Lake,6225,Western Australia,WA
Roelands,6226,Western Australia,WA
Burekup,6227,Western Australia,WA
Waterloo (WA),6228,Western Australia,WA
Picton (WA),6229,Western Australia,WA
East Bunbury,6230,Western Australia,WA
Eaton (WA),6232,Western Australia,WA
Leschenault,6233,Western Australia,WA
Wellington Forest,6236,Western Australia,WA
Boyanup,6237,Western Australia,WA
Donnybrook (WA),6239,Western Australia,WA
Lowden,6240,Western Australia,WA
Wilga West,6243,Western Australia,WA
Boyup Brook,6244,Western Australia,WA
Kirup,6251,Western Australia,WA
Mullalyup,6252,Western Australia,WA
Balingup,6253,Western Australia,WA
Greenbushes,6254,Western Australia,WA
Bridgetown,6255,Western Australia,WA
Kingston (WA),6256,Western Australia,WA
Upper Warren,6258,Western Australia,WA
Callcup,6260,Western Australia,WA
Boorara Brook,6262,Western Australia,WA
Capel,6271,Western Australia,WA
Scott River East,6275,Western Australia,WA
Reinscourt,6280,Western Australia,WA
Quindalup,6281,Western Australia,WA
Yallingup Siding,6282,Western Australia,WA
Gracetown,6284,Western Australia,WA
Margaret River (WA),6285,Western Australia,WA
Boranup,6286,Western Australia,WA
Scott River,6288,Western Australia,WA
Molloy Island,6290,Western Australia,WA
York,6302,Western Australia,WA
East Beverley,6304,Western Australia,WA
Aldersyde,6306,Western Australia,WA
East Pingelly,6308,Western Australia,WA
Popanyinning,6309,Western Australia,WA
Cuballing,6311,Western Australia,WA
Toolibin,6312,Western Australia,WA
Highbury (WA),6313,Western Australia,WA
Piesseville,6315,Western Australia,WA
Westwood (WA),6316,Western Australia,WA
Datatine,6317,Western Australia,WA
Broomehill West,6318,Western Australia,WA
Tambellup,6320,Western Australia,WA
Cranbrook (WA),6321,Western Australia,WA
Tenterden (WA),6322,Western Australia,WA
Kendenup,6323,Western Australia,WA
Perillup,6324,Western Australia,WA
Narrikup,6326,Western Australia,WA
Redmond West,6327,Western Australia,WA
Cheynes,6328,Western Australia,WA
Albany,6330,Western Australia,WA
Peaceful Bay,6333,Western Australia,WA
Gnowangerup,6335,Western Australia,WA
Ongerup,6336,Western Australia,WA
Jacup,6337,Western Australia,WA
Stirling Range National Park,6338,Western Australia,WA
Nyabing,6341,Western Australia,WA
Pingrup,6343,Western Australia,WA
Jerdacuttup,6346,Western Australia,WA
Hopetoun (WA),6348,Western Australia,WA
Dumbleyung,6350,Western Australia,WA
Moulyinning,6351,Western Australia,WA
Kukerin,6352,Western Australia,WA
Tarin Rock,6353,Western Australia,WA
Lake Biddy,6355,Western Australia,WA
Hatter Hill,6356,Western Australia,WA
Pingaring,6357,Western Australia,WA
Karlgarin,6358,Western Australia,WA
Little Italy,6359,Western Australia,WA
Tincurrin,6361,Western Australia,WA
Dudinin,6363,Western Australia,WA
Kulin,6365,Western Australia,WA
Kondinin,6367,Western Australia,WA
South Kumminin,6368,Western Australia,WA
Narembeen,6369,Western Australia,WA
Wickepin,6370,Western Australia,WA
Yealering,6372,Western Australia,WA
Bullaring,6373,Western Australia,WA
Corrigin,6375,Western Australia,WA
Mount Stirling,6383,Western Australia,WA
Pantapin,6384,Western Australia,WA
Kwolyin,6385,Western Australia,WA
Shackleton,6386,Western Australia,WA
North Bannister,6390,Western Australia,WA
Williams,6391,Western Australia,WA
Darkan,6392,Western Australia,WA
Duranillin,6393,Western Australia,WA
Muradup,6394,Western Australia,WA
Kojonup,6395,Western Australia,WA
Frankland River,6396,Western Australia,WA
Rocky Gully (WA),6397,Western Australia,WA
Broke (WA),6398,Western Australia,WA
Northam,6401,Western Australia,WA
Grass Valley,6403,Western Australia,WA
Meckering,6405,Western Australia,WA
Cunderdin,6407,Western Australia,WA
North Tammin,6409,Western Australia,WA
Kellerberrin,6410,Western Australia,WA
South Doodlakine,6411,Western Australia,WA
North Baandee,6412,Western Australia,WA
Hines Hill,6413,Western Australia,WA
Nangeenan,6414,Western Australia,WA
Merredin,6415,Western Australia,WA
Bruce Rock,6418,Western Australia,WA
Ardath,6419,Western Australia,WA
Cramphorne,6420,Western Australia,WA
South Burracoppin,6421,Western Australia,WA
Walgoolan,6422,Western Australia,WA
Westonia,6423,Western Australia,WA
Bodallin,6424,Western Australia,WA
Moorine Rock,6425,Western Australia,WA
Mount Hampton,6426,Western Australia,WA
Koolyanobbing,6427,Western Australia,WA
Babakin,6428,Western Australia,WA
Coolgardie (WA),6429,Western Australia,WA
Lamington (WA),6430,Western Australia,WA
Warburton (WA),6431,Western Australia,WA
South Boulder,6432,Western Australia,WA
Cundeelee,6434,Western Australia,WA
Menzies (WA),6436,Western Australia,WA
Leinster,6437,Western Australia,WA
Leonora,6438,Western Australia,WA
Laverton (WA),6440,Western Australia,WA
Kambalda West,6442,Western Australia,WA
Widgiemooltha,6443,Western Australia,WA
Salmon Gums,6445,Western Australia,WA
Grass Patch,6446,Western Australia,WA
Scaddan,6447,Western Australia,WA
Gibson,6448,Western Australia,WA
Coomalbidgup,6450,Western Australia,WA
Buraminya,6452,Western Australia,WA
Goomalling,6460,Western Australia,WA
Koomberkine,6461,Western Australia,WA
Minnivale,6462,Western Australia,WA
Benjaberring,6463,Western Australia,WA
Manmanning,6465,Western Australia,WA
Cadoux,6466,Western Australia,WA
Burakin,6467,Western Australia,WA
Goodlands,6468,Western Australia,WA
Kulja,6470,Western Australia,WA
Bimbijy,6472,Western Australia,WA
Wialki,6473,Western Australia,WA
Newcarlbeon,6475,Western Australia,WA
Gabbin,6476,Western Australia,WA
Bencubbin,6477,Western Australia,WA
Bonnie Rock,6479,Western Australia,WA
Nukarni,6480,Western Australia,WA
Bullfinch,6484,Western Australia,WA
Wyalkatchem,6485,Western Australia,WA
Yelbeni,6487,Western Australia,WA
Trayning,6488,Western Australia,WA
Kununoppin,6489,Western Australia,WA
Nungarin,6490,Western Australia,WA
Muchea,6501,Western Australia,WA
Bindoon,6502,Western Australia,WA
Mindarra,6503,Western Australia,WA
Mooliabeenee,6504,Western Australia,WA
Wannamal,6505,Western Australia,WA
Mogumber,6506,Western Australia,WA
Yathroo,6507,Western Australia,WA
Glentromie,6509,Western Australia,WA
Moora (WA),6510,Western Australia,WA
Cervantes,6511,Western Australia,WA
Coomberdale,6512,Western Australia,WA
Gunyidi,6513,Western Australia,WA
Leeman,6514,Western Australia,WA
Eganu,6515,Western Australia,WA
Jurien Bay,6516,Western Australia,WA
Carnamah,6517,Western Australia,WA
Eneabba,6518,Western Australia,WA
Arrowsmith East,6519,Western Australia,WA
Nambung,6521,Western Australia,WA
Mingenew,6522,Western Australia,WA
Yardarino,6525,Western Australia,WA
Walkaway,6528,Western Australia,WA
Sunset Beach,6530,Western Australia,WA
Deepdale,6532,Western Australia,WA
Northampton,6535,Western Australia,WA
Kalbarri,6536,Western Australia,WA
Shark Bay,6537,Western Australia,WA
Chidlow,6556,Western Australia,WA
Wooroloo,6558,Western Australia,WA
Wundowie,6560,Western Australia,WA
Woottating,6562,Western Australia,WA
Clackline,6564,Western Australia,WA
Coondle,6566,Western Australia,WA
Julimar,6567,Western Australia,WA
Wattening,6568,Western Australia,WA
Old Plains,6569,Western Australia,WA
Yerecoin,6571,Western Australia,WA
Piawaning,6572,Western Australia,WA
Gabalong,6574,Western Australia,WA
Miling,6575,Western Australia,WA
Konnongorring,6603,Western Australia,WA
Kondut,6605,Western Australia,WA
East Ballidu,6606,Western Australia,WA
Pithara,6608,Western Australia,WA
Dalwallinu,6609,Western Australia,WA
Wubin,6612,Western Australia,WA
Buntine,6613,Western Australia,WA
Maya,6614,Western Australia,WA
Latham (WA),6616,Western Australia,WA
Perenjori,6620,Western Australia,WA
Morawa,6623,Western Australia,WA
Merkanooka,6625,Western Australia,WA
Canna,6627,Western Australia,WA
Tardun,6628,Western Australia,WA
Mullewa,6630,Western Australia,WA
Pindar,6631,Western Australia,WA
Tenindewa,6632,Western Australia,WA
South Murchison,6635,Western Australia,WA
Mount Magnet,6638,Western Australia,WA
Sandstone,6639,Western Australia,WA
Cue,6640,Western Australia,WA
Meekatharra,6642,Western Australia,WA
Wiluna,6646,Western Australia,WA
East Carnarvon,6701,Western Australia,WA
Gascoyne River,6705,Western Australia,WA
Exmouth,6707,Western Australia,WA
Onslow,6710,Western Australia,WA
Barrow Island,6712,Western Australia,WA
Dampier Archipelago,6713,Western Australia,WA
Maitland (WA),6714,Western Australia,WA
Millstream (WA),6716,Western Australia,WA
Roebourne,6718,Western Australia,WA
Cossack (WA),6720,Western Australia,WA
Port Hedland,6721,Western Australia,WA
South Hedland,6722,Western Australia,WA
Djugun,6725,Western Australia,WA
Cable Beach,6726,Western Australia,WA
Derby (WA),6728,Western Australia,WA
Mitchell Plateau,6740,Western Australia,WA
Warmun,6743,Western Australia,WA
Innawanga,6751,Western Australia,WA
Newman,6753,Western Australia,WA
Paraburdoo,6754,Western Australia,WA
Nullagine,6758,Western Australia,WA
Marble Bar,6760,Western Australia,WA
Telfer,6762,Western Australia,WA
Fitzroy Crossing,6765,Western Australia,WA
Halls Creek (WA),6770,Western Australia,WA
Christmas Island,6798,Other Territories,
Home Island,6799,Other Territories,
Hobart,7000,Tasmania,TAS
South Hobart,7004,Tasmania,TAS
Sandy Bay,7005,Tasmania,TAS
Mount Nelson,7007,Tasmania,TAS
New Town (Tas.),7008,Tasmania,TAS
Moonah,7009,Tasmania,TAS
Glenorchy (Tas.),7010,Tasmania,TAS
Chigwell,7011,Tasmania,TAS
Collinsvale,7012,Tasmania,TAS
Lindisfarne,7015,Tasmania,TAS
Risdon Vale,7016,Tasmania,TAS
Old Beach,7017,Tasmania,TAS
Howrah,7018,Tasmania,TAS
Rokeby (Tas.),7019,Tasmania,TAS
Sandford (Tas.),7020,Tasmania,TAS
Lauderdale,7021,Tasmania,TAS
South Arm (Tas.),7022,Tasmania,TAS
Opossum Bay,7023,Tasmania,TAS
Cremorne (Tas.),7024,Tasmania,TAS
Richmond (Tas.),7025,Tasmania,TAS
Campania,7026,Tasmania,TAS
Colebrook,7027,Tasmania,TAS
Brighton (Tas.),7030,Tasmania,TAS
Kingston (Tas.),7050,Tasmania,TAS
Blackmans Bay,7052,Tasmania,TAS
Taroona,7053,Tasmania,TAS
Margate (Tas.),7054,Tasmania,TAS
Huntingfield,7055,Tasmania,TAS
Mountain River,7109,Tasmania,TAS
Randalls Bay,7112,Tasmania,TAS
Franklin (Tas.),7113,Tasmania,TAS
Southwest,7116,Tasmania,TAS
Dover,7117,Tasmania,TAS
Stonor,7119,Tasmania,TAS
Oatlands (Tas.),7120,Tasmania,TAS
Strathgordon,7139,Tasmania,TAS
Osterley (Tas.),7140,Tasmania,TAS
South Bruny,7150,Tasmania,TAS
Kettering,7155,Tasmania,TAS
Woodbridge (Tas.),7162,Tasmania,TAS
Middleton (Tas.),7163,Tasmania,TAS
Cambridge (Tas.),7170,Tasmania,TAS
Midway Point,7171,Tasmania,TAS
Sorell,7172,Tasmania,TAS
Forcett,7173,Tasmania,TAS
Copping,7174,Tasmania,TAS
Bream Creek,7175,Tasmania,TAS
Kellevie,7176,Tasmania,TAS
Boomer Bay,7177,Tasmania,TAS
Murdunna,7178,Tasmania,TAS
Eaglehawk Neck,7179,Tasmania,TAS
Taranna,7180,Tasmania,TAS
Port Arthur (Tas.),7182,Tasmania,TAS
Highcroft,7183,Tasmania,TAS
Cape Raoul,7184,Tasmania,TAS
Premaydena,7185,Tasmania,TAS
Sloping Main,7186,Tasmania,TAS
Koonya,7187,Tasmania,TAS
Triabunna,7190,Tasmania,TAS
Ross (Tas.),7209,Tasmania,TAS
Campbell Town,7210,Tasmania,TAS
Conara,7211,Tasmania,TAS
Western Junction,7212,Tasmania,TAS
Royal George,7213,Tasmania,TAS
Mathinna,7214,Tasmania,TAS
Bicheno,7215,Tasmania,TAS
The Gardens (Tas.),7216,Tasmania,TAS
Newnham,7248,Tasmania,TAS
Youngtown,7249,Tasmania,TAS
Waverley (Tas.),7250,Tasmania,TAS
Windermere (Tas.),7252,Tasmania,TAS
Low Head,7253,Tasmania,TAS
Golconda,7254,Tasmania,TAS
Leeka,7255,Tasmania,TAS
Pearshape,7256,Tasmania,TAS
Cape Barren Island,7257,Tasmania,TAS
Relbia,7258,Tasmania,TAS
Targa,7259,Tasmania,TAS
Scottsdale,7260,Tasmania,TAS
Branxholm,7261,Tasmania,TAS
Bridport,7262,Tasmania,TAS
Trenah,7263,Tasmania,TAS
South Mount Cameron,7264,Tasmania,TAS
Winnaleah,7265,Tasmania,TAS
Lower Turners Marsh,7267,Tasmania,TAS
Underwood (Tas.),7268,Tasmania,TAS
Beauty Point,7270,Tasmania,TAS
Swan Point,7275,Tasmania,TAS
Gravelly Beach,7276,Tasmania,TAS
Legana,7277,Tasmania,TAS
Hadspen,7290,Tasmania,TAS
Carrick (Tas.),7291,Tasmania,TAS
Selbourne,7292,Tasmania,TAS
Perth (Tas.),7300,Tasmania,TAS
Liffey,7301,Tasmania,TAS
Bracknell,7302,Tasmania,TAS
Westbury (Tas.),7303,Tasmania,TAS
Doctors Point,7304,Tasmania,TAS
Sunnyside (Tas.),7305,Tasmania,TAS
Claude Road,7306,Tasmania,TAS
Port Sorell,7307,Tasmania,TAS
Aberdeen (Tas.),7310,Tasmania,TAS
Gawler (Tas.),7315,Tasmania,TAS
Penguin,7316,Tasmania,TAS
Brooklyn (Tas.),7320,Tasmania,TAS
West Mooreville,7321,Tasmania,TAS
Somerset (Tas.),7322,Tasmania,TAS
Elliott (Tas.),7325,Tasmania,TAS
Woolnorth,7330,Tasmania,TAS
Stanley (Tas.),7331,Tasmania,TAS
Gormanston,7466,Tasmania,TAS
Queenstown (Tas.),7467,Tasmania,TAS
Strahan,7468,Tasmania,TAS
Granville Harbour,7469,Tasmania,TAS
Rosebery (Tas.),7470,Tasmania,TAS
